id_propiedad,zona,anillo_vial,estrato_socioeconomico,latitud,longitud,distancia_centro_km,distancia_av_banzer_km,tipo_propiedad,superficie_total_m2,superficie_construida_m2,habitaciones,banos,pisos,garage_vehiculos,antiguedad_anos,estado_conservacion,material_construccion,orientacion,tiene_piscina,tiene_jardin,amueblado,tiene_ascensor,seguridad_24h,precio_m2_usd,precio_total_usd,precio_total_bs,fecha_publicacion,disponible
SC-00967,El Trompillo,2,Medio-Alto,-17.802636,-63.185473,2.55,8.06,Local Comercial,253,103,6,2,1,1,49,Excelente,Ladrillo,Norte,0,0,0,0,1,395.52,41300.0,287400.0,2024-03-09,1
SC-00968,Plan 3000,4,Bajo,-17.788226,-63.147641,4.21,6.46,Casa,402,182,4,2,3,1,13,Bueno,Adobe,Oeste,0,1,0,0,0,275.87,50800.0,353600.0,2024-03-01,1
SC-00969,Urbarí,2,Alto,-17.764458,-63.203638,4.35,3.82,Local Comercial,226,91,5,1,2,3,1,Excelente,Hormigón armado,Oeste,0,0,1,0,1,1025.19,95500.0,664700.0,2022-07-30,0
SC-00970,Av. Cristo Redentor,3,Medio,-17.77697,-63.17941,0.94,5.21,Casa,168,111,3,1,1,1,48,Regular,Ladrillo,Noroeste,0,1,0,0,0,202.27,22300.0,155200.0,2023-03-02,1
SC-00971,Av. Paurito,5,Medio-Bajo,-17.790237,-63.230602,5.94,6.69,Terreno,114,0,0,0,0,0,0,Bueno,Hormigón armado,Suroeste,0,0,0,0,0,105.01,12200.0,84900.0,2022-01-17,1
SC-00972,Palermo,3,Medio,-17.791654,-63.174324,1.77,6.84,Departamento,69,67,1,2,1,1,11,Malo,Hormigón armado,Sur,0,0,1,1,0,289.23,19600.0,136400.0,2023-10-29,1
SC-00973,Villa 1ro de Mayo,4,Bajo,-17.796585,-63.147806,5.12,7.39,Departamento,83,74,3,3,1,1,20,Bueno,Hormigón armado,Este,0,0,0,0,0,226.69,16600.0,115500.0,2022-05-24,1
SC-00974,Los Pozos,3,Medio,-17.777767,-63.177377,1.07,5.3,Casa,176,80,3,3,2,3,39,Bueno,Ladrillo,Este,0,0,0,0,0,260.53,21700.0,151000.0,2024-01-30,0
SC-00975,Sur (Doble Vía La Guardia),4,Medio,-17.806432,-63.188504,3.29,8.48,Departamento,96,86,1,1,1,1,0,Bueno,Mixto,Noroeste,0,0,0,1,0,372.13,31300.0,217800.0,2022-01-30,0
SC-00976,Plan 3000,4,Bajo,-17.795645,-63.149491,4.84,7.29,Local Comercial,308,221,2,2,2,4,2,Regular,Ladrillo,Este,0,0,0,0,0,241.23,53700.0,373800.0,2022-04-13,1
SC-00977,Beni (zona norte),3,Medio-Alto,-17.75074,-63.176213,4.19,2.3,Casa,485,235,2,1,2,3,29,Regular,Ladrillo,Noreste,0,0,0,0,1,444.77,99400.0,691800.0,2023-05-03,1
SC-00978,El Trompillo,2,Medio-Alto,-17.794903,-63.184046,1.54,7.2,Casa,320,173,6,3,3,0,42,Bueno,Hormigón armado,Este,0,1,1,0,0,333.34,58700.0,408600.0,2024-04-04,0
SC-00979,Hamacas,2,Alto-Medio,-17.744607,-63.203284,6.51,1.62,Casa,186,91,2,4,2,0,39,Regular,Hormigón armado,Noreste,1,1,1,0,1,366.07,34600.0,240800.0,2024-02-18,0
SC-00980,Plan 3000,4,Bajo,-17.796195,-63.142404,5.65,7.35,Departamento,124,108,2,3,1,0,23,Regular,Mixto,Este,0,0,1,0,0,172.16,17800.0,123900.0,2022-01-15,1
SC-00981,Equipetrol Norte,3,Alto,-17.758351,-63.174396,3.54,3.15,Terreno,334,0,0,0,0,0,0,Bueno,Hormigón armado,Sureste,1,0,0,0,1,963.45,321900.0,2240400.0,2023-04-08,0
SC-00982,Warnes,6,Bajo,-17.520316,-63.16946,30.48,23.27,Casa,288,210,5,1,3,4,17,Malo,Hormigón armado,Suroeste,0,0,0,0,0,107.9,22800.0,158700.0,2024-03-01,1
SC-00983,Sur (Doble Vía La Guardia),4,Medio,-17.831965,-63.171306,6.57,11.32,Terreno,348,0,0,0,0,0,0,Bueno,Hormigón armado,Noroeste,0,0,0,0,0,137.11,48800.0,339600.0,2023-03-13,1
SC-00984,Av. Paurito,5,Medio-Bajo,-17.795824,-63.22793,6.28,7.31,Casa,226,136,3,4,1,4,7,Bueno,Hormigón armado,Sur,0,0,0,0,0,330.63,43800.0,304800.0,2024-06-06,0
SC-00985,Las Palmas,2,Alto-Medio,-17.766187,-63.202174,4.0,4.02,Oficina,314,230,6,2,1,1,43,Regular,Ladrillo,Norte,0,0,0,0,1,556.79,129300.0,899900.0,2024-03-30,1
SC-00986,Av. Banzer (norte),4,Medio-Alto,-17.722234,-63.193826,7.99,0.86,Terreno,308,0,0,0,0,0,0,Bueno,Ladrillo,Oeste,0,0,1,0,1,282.79,88800.0,618000.0,2024-05-13,0
SC-00987,Barrio Sirari,3,Medio-Alto,-17.743929,-63.191174,5.31,1.55,Departamento,216,189,4,1,1,0,8,Malo,Steel frame,Suroeste,0,0,1,0,1,355.27,70200.0,488600.0,2023-04-25,1
SC-00988,Barrio Sirari,3,Medio-Alto,-17.745291,-63.177596,4.65,1.7,Casa,382,166,2,3,3,2,35,Excelente,Mixto,Este,0,1,1,0,1,541.96,89700.0,624300.0,2022-05-28,1
SC-00989,Las Palmas,2,Alto-Medio,-17.76285,-63.191181,3.21,3.65,Duplex,225,138,3,4,1,3,41,En construcción,Hormigón armado,Sureste,0,1,1,0,1,424.07,58900.0,409900.0,2022-05-07,1
SC-00990,Av. Cristo Redentor,3,Medio,-17.780795,-63.172835,1.21,5.64,Terreno,493,0,0,0,0,0,0,Bueno,Hormigón armado,Noroeste,0,0,0,0,0,273.53,132600.0,922900.0,2022-01-12,1
SC-00991,Av. Banzer (norte),4,Medio-Alto,-17.743945,-63.187306,4.9,1.55,Departamento,108,105,4,1,1,1,21,Bueno,Hormigón armado,Noroeste,0,0,0,1,0,430.73,44400.0,309000.0,2024-06-15,1
SC-00992,Av. Paurito,5,Medio-Bajo,-17.801581,-63.206034,4.6,7.95,Departamento,132,122,3,1,1,1,20,Regular,Mixto,Suroeste,0,0,0,1,0,194.67,23400.0,162900.0,2024-02-16,1
SC-00993,Av. Banzer (norte),4,Medio-Alto,-17.73882,-63.175721,5.57,0.98,Casa,124,82,6,3,1,3,42,Regular,Mixto,Noreste,0,0,1,0,1,331.73,27900.0,194200.0,2024-05-12,1
SC-00994,Casco Viejo,1,Medio,-17.787838,-63.180088,0.74,6.42,Casa,141,115,6,3,2,2,42,Excelente,Mixto,Oeste,0,0,0,0,0,358.1,42300.0,294400.0,2023-08-23,1
SC-00995,Av. Cristo Redentor,3,Medio,-17.778054,-63.153768,3.53,5.33,Terreno,363,0,0,0,0,0,0,Regular,Ladrillo,Sureste,0,0,0,0,0,158.13,59400.0,413400.0,2023-09-14,1
SC-00996,El Trompillo,2,Medio-Alto,-17.782823,-63.203201,2.26,5.86,Departamento,84,80,1,3,1,2,26,Regular,Hormigón armado,Sureste,0,0,1,0,1,490.71,38500.0,268000.0,2024-04-14,1
SC-00997,Barrio Sirari,3,Medio-Alto,-17.730705,-63.191712,6.83,0.08,Casa,212,162,5,4,3,0,33,Regular,Ladrillo,Norte,0,0,1,0,1,316.16,53500.0,372400.0,2022-08-10,1
SC-00998,Equipetrol Norte,3,Alto,-17.750928,-63.177233,4.06,2.32,Local Comercial,202,84,2,3,2,3,1,Bueno,Steel frame,Oeste,0,0,0,0,0,1201.45,98600.0,686300.0,2022-10-11,1
SC-00999,Equipetrol Norte,3,Alto,-17.747932,-63.173398,4.8,1.99,Departamento,97,95,3,1,1,2,6,Bueno,Mixto,Suroeste,0,0,0,1,1,660.98,65900.0,458700.0,2024-05-27,1
SC-01000,Villa 1ro de Mayo,4,Bajo,-17.81646,-63.148721,7.23,9.6,Departamento,126,117,2,2,1,1,26,Regular,Hormigón armado,Suroeste,0,0,0,0,0,119.6,13500.0,94000.0,2023-10-17,1
SC-01001,Villa 1ro de Mayo,4,Bajo,-17.812685,-63.132004,8.58,9.18,Casa,242,186,5,3,2,2,28,Bueno,Hormigón armado,Noreste,0,0,1,0,0,111.98,20000.0,139200.0,2023-06-03,1
SC-01002,Av. Cristo Redentor,3,Medio,-17.770009,-63.16915,2.8,4.44,Terreno,640,0,0,0,0,0,0,Bueno,Ladrillo,Oeste,0,0,0,0,0,303.94,200400.0,1394800.0,2022-04-06,1
SC-01003,Av. Cristo Redentor,3,Medio,-17.755614,-63.162607,5.09,2.84,Oficina,231,124,5,3,1,2,45,Malo,Hormigón armado,Noreste,0,0,0,1,0,196.54,24700.0,171900.0,2023-09-21,1
SC-01004,Equipetrol Sur,3,Alto,-17.77238,-63.199026,2.98,4.7,Penthouse,144,133,4,1,1,2,7,Regular,Hormigón armado,Oeste,1,0,1,1,1,707.93,90000.0,626400.0,2023-03-27,1
SC-01005,Hamacas,2,Alto-Medio,-17.753965,-63.200531,5.18,2.66,Casa,350,254,3,1,3,3,30,Malo,Ladrillo,Sureste,0,1,1,0,1,462.85,113500.0,790000.0,2024-02-04,1
SC-01006,Los Pozos,3,Medio,-17.792778,-63.150403,4.43,6.97,Departamento,170,161,3,2,1,1,11,Bueno,Hormigón armado,Este,0,0,1,0,0,266.61,42900.0,298600.0,2022-11-26,0
SC-01007,Av. Paurito,5,Medio-Bajo,-17.79919,-63.218152,5.62,7.68,Casa,225,177,6,2,1,4,50,Excelente,Mixto,Oeste,0,0,0,0,0,249.24,44200.0,307600.0,2024-01-08,1
SC-01008,Barrio Sirari,3,Medio-Alto,-17.742195,-63.196696,6.08,1.35,Duplex,179,126,3,4,2,0,36,Excelente,Steel frame,Norte,0,1,0,0,1,426.26,52700.0,366800.0,2023-07-28,1
SC-01009,Sur (Doble Vía La Guardia),4,Medio,-17.815716,-63.166518,5.27,9.51,Local Comercial,161,117,5,2,1,2,43,Regular,Ladrillo,Norte,0,0,0,0,0,134.24,16000.0,111400.0,2024-01-01,1
SC-01010,Cotoca (periurbano),6,Bajo,-17.818324,-63.060697,16.74,9.8,Terreno,437,0,0,0,0,0,0,Bueno,Ladrillo,Noreste,0,0,0,0,0,174.69,77800.0,541500.0,2023-07-06,1
SC-01011,Plan 3000,4,Bajo,-17.787399,-63.130492,5.93,6.37,Casa,172,133,6,4,1,4,49,Malo,Steel frame,Norte,0,0,1,0,0,124.23,16400.0,114100.0,2023-12-31,0
SC-01012,Av. Cristo Redentor,3,Medio,-17.776243,-63.169884,2.03,5.13,Terreno,330,0,0,0,0,0,0,Excelente,Hormigón armado,Este,0,0,0,0,0,222.78,76800.0,534500.0,2024-01-21,1
SC-01013,Av. Paurito,5,Medio-Bajo,-17.802971,-63.224479,6.71,8.1,Terreno,174,0,0,0,0,0,0,Malo,Hormigón armado,Suroeste,0,0,1,0,0,117.16,19600.0,136400.0,2024-01-17,1
SC-01014,Equipetrol Sur,3,Alto,-17.767003,-63.188799,2.49,4.11,Local Comercial,340,154,6,4,2,3,24,Bueno,Ladrillo,Noreste,1,0,0,0,1,1047.61,155700.0,1083700.0,2023-05-27,1
SC-01015,Casco Viejo,1,Medio,-17.794826,-63.178154,1.72,7.2,Casa,420,198,4,1,2,0,28,Regular,Steel frame,Norte,0,1,0,0,0,261.54,51100.0,355700.0,2023-12-01,1
SC-01016,Las Palmas,2,Alto-Medio,-17.758293,-63.197643,4.4,3.14,Duplex,178,131,6,1,1,3,20,Excelente,Hormigón armado,Suroeste,1,0,1,0,1,1082.96,145900.0,1015500.0,2022-07-06,1
SC-01017,Av. Paurito,5,Medio-Bajo,-17.795674,-63.215478,4.95,7.29,Casa,248,174,3,3,3,3,11,Bueno,Hormigón armado,Suroeste,0,0,1,0,0,239.99,43200.0,300700.0,2022-02-01,1
SC-01018,El Trompillo,2,Medio-Alto,-17.807155,-63.190676,3.6,8.56,Local Comercial,586,252,2,3,2,2,6,Bueno,Hormigón armado,Oeste,0,0,1,0,1,900.58,236500.0,1646000.0,2023-09-10,1
SC-01019,Norte (Radial 26),4,Medio-Alto,-17.713397,-63.182416,7.77,1.84,Casa,503,253,5,4,2,4,7,En construcción,Hormigón armado,Sureste,0,1,0,0,1,283.64,73900.0,514300.0,2022-02-12,1
SC-01020,El Trompillo,2,Medio-Alto,-17.809458,-63.19499,4.31,8.82,Local Comercial,444,246,6,1,3,2,5,Regular,Ladrillo,Oeste,0,0,1,0,1,474.83,114900.0,799700.0,2022-10-17,1
SC-01021,Cotoca (periurbano),6,Bajo,-17.819386,-63.042454,18.79,9.92,Casa,988,479,5,4,2,0,24,Bueno,Hormigón armado,Sureste,0,1,0,0,0,218.93,101900.0,709200.0,2022-11-10,1
SC-01022,Los Pozos,3,Medio,-17.789974,-63.150557,4.1,6.66,Casa,361,257,2,1,1,2,5,Regular,Hormigón armado,Noroeste,0,0,1,0,0,435.24,115700.0,805300.0,2024-01-27,1
SC-01023,Equipetrol Norte,3,Alto,-17.770031,-63.180518,1.6,4.44,Duplex,288,142,5,2,2,0,34,Malo,Ladrillo,Norte,0,0,0,0,1,492.61,72900.0,507400.0,2022-08-08,1
SC-01024,El Trompillo,2,Medio-Alto,-17.799063,-63.18169,1.82,7.67,Local Comercial,240,122,4,1,3,3,13,Excelente,Adobe,Oeste,0,0,0,0,1,824.78,98200.0,683500.0,2023-12-07,1
SC-01025,Casco Viejo,1,Medio,-17.791775,-63.179936,1.19,6.86,Local Comercial,404,209,4,2,2,2,14,Bueno,Hormigón armado,Oeste,0,0,1,0,0,580.59,123900.0,862300.0,2023-09-29,1
SC-01026,Beni (zona norte),3,Medio-Alto,-17.753434,-63.185716,3.67,2.6,Departamento,104,92,3,1,1,2,30,Bueno,Hormigón armado,Noreste,0,0,1,1,0,375.69,36200.0,252000.0,2024-05-12,0
SC-01027,Palermo,3,Medio,-17.782494,-63.190502,0.95,5.83,Departamento,143,136,1,3,1,1,22,Bueno,Ladrillo,Sur,0,0,0,0,0,400.6,56600.0,393900.0,2023-10-15,1
SC-01028,Las Palmas,2,Alto-Medio,-17.746512,-63.20172,6.13,1.83,Terreno,227,0,0,0,0,0,0,Regular,Adobe,Sureste,1,0,0,0,1,488.34,108800.0,757200.0,2022-10-19,1
SC-01029,Casco Viejo,1,Medio,-17.78698,-63.181222,0.52,6.32,Departamento,215,203,1,1,1,0,12,Bueno,Hormigón armado,Norte,0,0,1,0,0,402.56,80700.0,561700.0,2023-04-26,1
SC-01030,Urbarí,2,Alto,-17.764878,-63.201917,4.12,3.87,Casa,356,158,5,2,1,0,48,Regular,Hormigón armado,Oeste,1,0,0,0,1,440.59,69800.0,485800.0,2024-02-26,1
SC-01031,Plan 3000,4,Bajo,-17.814121,-63.131457,8.8,9.34,Departamento,136,123,2,2,1,1,27,Bueno,Ladrillo,Sureste,0,0,1,1,0,207.58,25900.0,180300.0,2023-01-25,1
SC-01032,Casco Viejo,1,Medio,-17.795556,-63.1912,2.37,7.28,Casa,283,152,3,2,2,3,42,Malo,Ladrillo,Noreste,0,1,0,0,0,229.19,34300.0,238700.0,2023-07-25,1
SC-01033,Av. Banzer (norte),4,Medio-Alto,-17.723485,-63.180857,6.73,0.72,Casa,280,155,2,1,2,4,33,Bueno,Hormigón armado,Sur,0,1,1,0,0,303.98,44900.0,312500.0,2023-12-02,1
SC-01034,Villa 1ro de Mayo,4,Bajo,-17.819953,-63.154302,7.03,9.98,Departamento,149,138,4,3,1,0,3,Regular,Hormigón armado,Suroeste,0,0,1,1,0,145.8,20600.0,143400.0,2023-08-09,1
SC-01035,Casco Viejo,1,Medio,-17.773264,-63.184469,1.34,4.8,Departamento,56,54,4,3,1,2,7,En construcción,Ladrillo,Suroeste,0,0,0,1,0,360.75,19800.0,137800.0,2022-06-06,1
SC-01036,Beni (zona norte),3,Medio-Alto,-17.749112,-63.168708,5.17,2.12,Casa,180,139,4,2,2,1,16,Bueno,Hormigón armado,Oeste,0,1,0,0,0,413.55,60200.0,419000.0,2023-02-16,1
SC-01037,Norte (Radial 26),4,Medio-Alto,-17.705947,-63.168783,9.95,2.67,Casa,206,165,5,4,2,3,29,Bueno,Hormigón armado,Oeste,0,1,0,0,1,437.17,75200.0,523400.0,2022-09-09,1
SC-01038,Las Palmas,2,Alto-Medio,-17.768053,-63.201028,3.67,4.22,Casa,262,146,6,3,2,3,35,Regular,Hormigón armado,Sureste,0,1,0,0,1,624.3,92700.0,645200.0,2022-02-22,1
SC-01039,Plan 3000,4,Bajo,-17.810072,-63.134888,7.98,8.89,Local Comercial,267,149,5,4,1,0,28,Bueno,Ladrillo,Noreste,0,0,1,0,0,238.51,35000.0,243600.0,2024-02-03,1
SC-01040,Los Pozos,3,Medio,-17.776934,-63.152634,3.78,5.21,Departamento,65,58,2,1,1,1,13,Bueno,Adobe,Noroeste,0,0,0,0,0,348.38,19900.0,138500.0,2023-09-18,0
SC-01041,Norte (Radial 26),4,Medio-Alto,-17.716984,-63.169098,8.69,1.44,Terreno,379,0,0,0,0,0,0,Regular,Hormigón armado,Norte,0,0,1,0,0,380.02,149600.0,1041200.0,2024-06-01,0
SC-01042,Plan 3000,4,Bajo,-17.796145,-63.133282,6.61,7.34,Casa,266,215,4,2,3,1,9,Regular,Hormigón armado,Suroeste,0,1,0,0,0,170.05,36400.0,253300.0,2023-05-02,1
SC-01043,Las Palmas,2,Alto-Medio,-17.747495,-63.194198,5.23,1.94,Casa,205,106,6,2,1,3,10,Regular,Ladrillo,Noreste,1,0,0,0,1,474.14,49800.0,346600.0,2023-12-08,0
SC-01044,Hamacas,2,Alto-Medio,-17.753114,-63.194782,4.67,2.57,Casa,659,265,3,4,1,0,48,Excelente,Ladrillo,Noroeste,1,1,0,0,1,470.51,124700.0,867900.0,2023-03-28,1
SC-01045,Las Palmas,2,Alto-Medio,-17.768207,-63.188342,2.31,4.24,Local Comercial,476,203,5,3,2,2,5,Bueno,Hormigón armado,Oeste,1,0,0,0,1,680.59,143300.0,997400.0,2023-10-12,1
SC-01046,Barrio Sirari,3,Medio-Alto,-17.731779,-63.201567,7.75,0.2,Local Comercial,405,249,2,3,3,0,31,En construcción,Hormigón armado,Noreste,0,0,1,0,1,335.5,83600.0,581900.0,2022-07-16,1
SC-01047,Av. Paurito,5,Medio-Bajo,-17.803433,-63.207538,4.97,8.15,Local Comercial,449,262,2,4,2,0,10,Regular,Hormigón armado,Sureste,0,0,1,0,0,183.86,47800.0,332700.0,2022-12-12,1
SC-01048,Barrio Sirari,3,Medio-Alto,-17.730349,-63.189042,6.59,0.04,Terreno,194,0,0,0,0,0,0,Regular,Hormigón armado,Norte,0,0,0,0,1,385.9,74900.0,521300.0,2024-01-23,1
SC-01049,Plan 3000,4,Bajo,-17.797276,-63.128357,7.25,7.47,Casa,221,91,5,4,2,2,2,Regular,Mixto,Sureste,0,0,0,0,0,266.43,23700.0,165000.0,2023-02-21,1
SC-01050,Urbarí,2,Alto,-17.76176,-63.193136,3.53,3.53,Casa,356,147,4,2,2,2,18,Malo,Mixto,Sur,1,1,1,0,0,671.12,98800.0,687600.0,2022-01-24,0
SC-01051,Palermo,3,Medio,-17.792369,-63.171315,2.17,6.92,Casa,136,100,2,2,2,1,4,Excelente,Hormigón armado,Norte,0,1,0,0,0,497.9,48600.0,338300.0,2024-01-25,0
SC-01052,Beni (zona norte),3,Medio-Alto,-17.737936,-63.175474,5.69,0.88,Departamento,117,116,2,3,1,1,20,Regular,Hormigón armado,Este,0,0,1,1,0,394.78,46000.0,320200.0,2022-07-24,0
SC-01053,El Trompillo,2,Medio-Alto,-17.800391,-63.1798,2.16,7.81,Casa,392,171,2,1,2,1,50,Regular,Hormigón armado,Oeste,0,1,1,0,1,490.81,83300.0,579800.0,2023-12-27,0
SC-01054,Norte (Radial 26),4,Medio-Alto,-17.733768,-63.174581,6.25,0.42,Casa,167,115,4,1,2,4,11,Bueno,Ladrillo,Oeste,0,1,0,0,1,536.79,61100.0,425300.0,2023-12-18,1
SC-01055,Los Pozos,3,Medio,-17.803339,-63.163856,4.18,8.14,Casa,623,256,4,2,1,4,25,Regular,Hormigón armado,Noreste,0,1,0,0,0,222.37,58700.0,408600.0,2024-04-24,1
SC-01056,Hamacas,2,Alto-Medio,-17.743262,-63.183283,4.55,1.47,Casa,121,94,4,3,1,0,4,Regular,Hormigón armado,Suroeste,1,1,1,0,1,849.65,82000.0,570700.0,2022-01-13,0
SC-01057,Sur (Doble Vía La Guardia),4,Medio,-17.831488,-63.174155,6.21,11.27,Casa,396,186,4,1,3,2,16,Bueno,Hormigón armado,Suroeste,0,1,1,0,0,390.08,72700.0,506000.0,2022-11-17,1
SC-01058,Barrio Sirari,3,Medio-Alto,-17.741323,-63.202699,6.81,1.26,Casa,233,171,3,1,3,3,22,Malo,Steel frame,Suroeste,0,1,0,0,0,357.4,61000.0,424600.0,2024-06-08,0
SC-01059,Warnes,6,Bajo,-17.501559,-63.163886,33.15,25.36,Casa,392,161,5,4,1,2,8,Bueno,Hormigón armado,Sureste,0,1,1,0,0,161.7,25800.0,179600.0,2024-03-21,0
SC-01060,El Trompillo,2,Medio-Alto,-17.781019,-63.203081,2.45,5.66,Casa,129,81,3,2,1,3,1,Bueno,Hormigón armado,Noreste,0,1,0,0,1,652.55,51400.0,357700.0,2022-08-22,1
SC-01061,Norte (Radial 26),4,Medio-Alto,-17.732598,-63.170766,6.78,0.29,Departamento,102,99,4,1,1,2,15,Bueno,Hormigón armado,Noreste,0,0,0,0,1,508.71,48900.0,340300.0,2022-05-25,1
SC-01062,El Trompillo,2,Medio-Alto,-17.786856,-63.179546,0.69,6.31,Oficina,192,158,5,4,1,1,19,Regular,Ladrillo,Noreste,0,0,0,1,1,376.39,61300.0,426600.0,2022-12-16,1
SC-01063,Palermo,3,Medio,-17.769028,-63.177746,2.0,4.33,Oficina,259,204,4,4,1,3,1,En construcción,Ladrillo,Noroeste,0,0,0,1,0,406.55,85800.0,597200.0,2023-10-12,0
SC-01064,Av. Paurito,5,Medio-Bajo,-17.793185,-63.205577,3.62,7.01,Terreno,406,0,0,0,0,0,0,Regular,Hormigón armado,Oeste,0,0,1,0,0,120.21,50500.0,351500.0,2022-05-11,0
SC-01065,Los Pozos,3,Medio,-17.803,-63.150043,5.6,8.1,Departamento,95,92,2,3,1,2,18,Bueno,Hormigón armado,Norte,0,0,0,0,0,361.05,32200.0,224100.0,2022-11-17,1
SC-01066,Equipetrol Sur,3,Alto,-17.767039,-63.174752,2.54,4.11,Terreno,175,0,0,0,0,0,0,Regular,Mixto,Noreste,0,0,0,0,1,346.52,62700.0,436400.0,2022-03-10,1
SC-01067,Los Pozos,3,Medio,-17.802738,-63.172489,3.2,8.07,Terreno,422,0,0,0,0,0,0,Bueno,Mixto,Norte,0,0,0,0,0,312.05,125200.0,871400.0,2023-05-01,1
SC-01068,Norte (Radial 26),4,Medio-Alto,-17.716791,-63.179345,7.63,1.47,Casa,360,174,6,4,3,2,9,Malo,Hormigón armado,Oeste,0,0,0,0,1,411.87,71400.0,496900.0,2023-09-04,1
SC-01069,Casco Viejo,1,Medio,-17.793667,-63.183738,1.37,7.07,Casa,211,161,3,3,1,3,50,Excelente,Hormigón armado,Este,0,1,1,0,0,380.68,61300.0,426600.0,2022-10-31,1
SC-01070,Sur (Doble Vía La Guardia),4,Medio,-17.81743,-63.189745,4.64,9.7,Terreno,85,0,0,0,0,0,0,Bueno,Adobe,Este,0,0,0,0,0,169.12,14400.0,100200.0,2023-04-03,1
SC-01071,Av. Cristo Redentor,3,Medio,-17.755345,-63.172795,4.04,2.81,Departamento,159,151,3,1,1,1,29,Regular,Hormigón armado,Este,0,0,0,1,0,181.17,28100.0,195600.0,2022-11-27,0
SC-01072,Urbarí,2,Alto,-17.780355,-63.199314,2.12,5.59,Oficina,433,267,6,4,2,2,9,Bueno,Hormigón armado,Norte,0,0,0,1,1,691.23,186000.0,1294600.0,2023-10-22,1
SC-01073,Av. Cristo Redentor,3,Medio,-17.783824,-63.177645,0.55,5.97,Departamento,145,137,1,3,1,2,22,Excelente,Hormigón armado,Este,0,0,0,1,0,367.54,50700.0,352900.0,2024-01-01,1
SC-01074,Los Pozos,3,Medio,-17.777399,-63.171879,1.69,5.26,Duplex,948,404,4,1,2,0,21,Bueno,Ladrillo,Sureste,0,1,0,0,0,232.33,95800.0,666800.0,2023-12-13,1
SC-01075,Palermo,3,Medio,-17.790401,-63.172925,1.78,6.7,Oficina,648,276,5,2,1,2,48,Regular,Hormigón armado,Oeste,0,0,0,1,0,313.22,88500.0,616000.0,2023-05-06,1
SC-01076,Hamacas,2,Alto-Medio,-17.757268,-63.184285,3.1,3.03,Casa,107,62,3,2,3,2,20,Bueno,Hormigón armado,Sureste,0,0,0,0,1,595.4,35300.0,245700.0,2023-07-18,1
SC-01077,Hamacas,2,Alto-Medio,-17.754831,-63.204475,5.5,2.76,Casa,110,65,3,4,1,0,22,Bueno,Ladrillo,Noreste,0,1,1,0,1,779.75,51900.0,361200.0,2022-09-30,1
SC-01078,Av. Banzer (norte),4,Medio-Alto,-17.728996,-63.179108,6.3,0.11,Casa,202,132,3,3,2,2,12,Bueno,Hormigón armado,Sureste,0,0,0,0,0,681.81,90700.0,631300.0,2022-07-29,1
SC-01079,Equipetrol Norte,3,Alto,-17.755894,-63.168903,4.39,2.87,Oficina,551,293,3,2,3,2,47,Bueno,Hormigón armado,Oeste,0,0,1,0,0,552.67,155900.0,1085100.0,2023-08-04,0
SC-01080,Palermo,3,Medio,-17.785566,-63.19191,1.33,6.17,Casa,203,127,2,3,1,1,13,En construcción,Hormigón armado,Noroeste,0,0,0,0,0,361.38,47100.0,327800.0,2023-04-14,0
SC-01081,Norte (Radial 26),4,Medio-Alto,-17.713236,-63.181603,7.79,1.86,Casa,277,190,5,4,3,2,38,Excelente,Hormigón armado,Norte,0,0,1,0,0,381.82,72600.0,505300.0,2024-05-23,1
SC-01082,Equipetrol Sur,3,Alto,-17.753449,-63.19485,4.64,2.6,Casa,219,127,4,1,2,3,28,Regular,Steel frame,Noroeste,0,0,0,0,1,629.46,80300.0,558900.0,2022-03-19,1
SC-01083,Sur (Doble Vía La Guardia),4,Medio,-17.830848,-63.170027,6.58,11.19,Casa,425,221,2,1,2,2,9,En construcción,Adobe,Sur,0,1,1,0,0,269.49,59000.0,410600.0,2023-10-14,1
SC-01084,Sur (Doble Vía La Guardia),4,Medio,-17.807794,-63.172379,3.77,8.64,Casa,499,265,5,2,1,0,7,Malo,Ladrillo,Noreste,0,0,0,0,0,214.84,56000.0,389800.0,2022-10-04,1
SC-01085,Av. Cristo Redentor,3,Medio,-17.757158,-63.17197,3.93,3.01,Casa,341,156,3,2,1,3,25,Malo,Hormigón armado,Norte,0,1,0,0,0,290.29,45300.0,315300.0,2023-08-14,0
SC-01086,Sur (Doble Vía La Guardia),4,Medio,-17.814429,-63.164231,5.37,9.37,Duplex,187,108,4,3,3,1,30,Bueno,Mixto,Oeste,0,0,0,0,0,324.76,36500.0,254000.0,2023-12-08,1
SC-01087,Equipetrol Norte,3,Alto,-17.764464,-63.187383,2.63,3.83,Terreno,137,0,0,0,0,0,0,En construcción,Hormigón armado,Oeste,0,0,1,0,1,444.08,60300.0,419700.0,2024-01-03,0
SC-01088,Equipetrol Norte,3,Alto,-17.758744,-63.186598,3.18,3.19,Departamento,91,89,3,2,1,1,26,Regular,Hormigón armado,Noroeste,0,0,0,0,0,580.27,52000.0,361900.0,2023-02-21,1
SC-01089,Cotoca (periurbano),6,Bajo,-17.818441,-63.06409,16.4,9.82,Departamento,147,132,3,2,1,2,4,Regular,Hormigón armado,Sureste,0,0,1,0,0,128.62,17400.0,121100.0,2022-03-30,1
