id_cliente,perfil_estimado,edad,genero,ingreso_mensual_bs,ingreso_mensual_usd_ref,presupuesto_max_usd,presupuesto_max_bs,fuente_contacto,dispositivo_principal,tipo_propiedad_buscada,zona_preferida_1,anillo_preferido,estrato_zona_preferida,zonas_visitadas_conteo,habitaciones_minimo,superficie_minima_m2,superficie_maxima_m2,precio_minimo_usd,precio_maximo_usd,precio_minimo_bs,precio_maximo_bs,necesita_garage,necesita_jardin,prefiere_amueblado,acepta_planos,propiedades_vistas,contactos_realizados,favoritos_guardados,dias_activo_plataforma,sesiones_totales,frecuencia_busqueda,vio_video_propiedad,solicito_visita,cerro_trato,score_engagement,tiempo_decision_dias,calificacion_atencion,fecha_registro
CLI-02376,Joven_prof,22,M,6743.0,968.82,52000.0,361900.0,Referido,Móvil,Penthouse,El Trompillo,2,Medio-Alto,4,3,201,275,29000.0,52000.0,201800.0,361900.0,0,0,1,0,23,13,12,260,171,Ocasional,0,1,0,100.0,,4.0,2024-02-08
CLI-02377,Joven_prof,32,M,6355.0,913.07,30000.0,208800.0,Portal web,Móvil,Penthouse,Villa 1ro de Mayo,4,Bajo,3,4,178,441,16000.0,30000.0,111400.0,208800.0,0,1,0,1,33,2,10,357,112,Semanal,0,1,1,76.1,19.0,2.0,2023-11-19
CLI-02378,Joven_prof,34,F,9619.0,1382.04,14000.0,97400.0,Visita directa,Móvil,Penthouse,Casco Viejo,1,Medio,1,4,40,189,8000.0,14000.0,55700.0,97400.0,1,0,1,0,18,1,0,310,139,Mensual,1,0,0,53.7,,5.0,2022-10-21
CLI-02379,Joven_prof,34,M,8278.0,1189.37,22000.0,153100.0,Portal web,Móvil,Departamento,Equipetrol Norte,3,Alto,1,4,102,311,12000.0,22000.0,83500.0,153100.0,1,1,1,1,75,7,9,110,84,Semanal,0,1,0,100.0,,3.0,2023-09-15
CLI-02380,Inversor,43,M,71283.0,10241.81,45000.0,313200.0,Visita directa,Desktop,Local Comercial,Las Palmas,2,Alto-Medio,1,1,90,198,25000.0,45000.0,174000.0,313200.0,1,0,0,0,8,11,4,115,29,Varias veces/semana,0,1,0,53.7,,3.0,2023-01-01
CLI-02381,Inversor,51,F,79376.0,11404.6,238000.0,1656500.0,Visita directa,Móvil,Local Comercial,Villa 1ro de Mayo,4,Bajo,2,4,125,317,131000.0,238000.0,911800.0,1656500.0,1,0,0,0,76,4,14,191,176,Semanal,0,1,0,100.0,,2.0,2024-03-05
CLI-02382,Familia,33,M,8696.0,1249.43,95000.0,661200.0,Instagram,Desktop,Duplex,Los Pozos,3,Medio,1,1,230,310,52000.0,95000.0,361900.0,661200.0,1,1,1,1,54,2,3,248,93,Varias veces/semana,0,0,0,66.9,,5.0,2022-07-20
CLI-02383,Familia,45,F,16999.0,2442.39,27000.0,187900.0,WhatsApp,Móvil,Duplex,Hamacas,2,Alto-Medio,1,3,116,494,15000.0,27000.0,104400.0,187900.0,1,1,0,1,24,4,4,5,160,Semanal,1,1,1,80.0,277.0,3.0,2023-12-04
CLI-02384,Familia,46,F,16877.0,2424.86,53000.0,368900.0,Facebook,Móvil,Duplex,Av. Banzer (norte),4,Medio-Alto,4,3,224,358,29000.0,53000.0,201800.0,368900.0,1,1,0,1,42,11,9,329,34,Semanal,1,1,0,82.2,,4.0,2024-02-24
CLI-02385,Familia,41,M,5084.0,730.46,27000.0,187900.0,Visita directa,Móvil,Duplex,Villa 1ro de Mayo,4,Bajo,2,3,116,368,15000.0,27000.0,104400.0,187900.0,0,0,0,0,22,6,16,73,80,Diaria,0,1,0,85.0,,4.0,2023-10-26
CLI-02386,Familia,41,F,16502.0,2370.98,118000.0,821300.0,WhatsApp,Móvil,Duplex,Cotoca (periurbano),6,Bajo,3,4,166,443,65000.0,118000.0,452400.0,821300.0,0,0,0,0,3,1,1,274,107,Semanal,1,0,0,38.6,,3.0,2022-01-01
CLI-02387,Familia,34,F,16640.0,2390.8,61000.0,424600.0,Facebook,Desktop,Casa,Av. Paurito,5,Medio-Bajo,1,4,174,367,34000.0,61000.0,236600.0,424600.0,0,1,0,0,18,15,13,350,137,Mensual,0,1,0,100.0,,5.0,2022-11-14
CLI-02388,Inversor,42,F,77492.0,11133.91,140000.0,974400.0,Visita directa,Móvil,Casa,Villa 1ro de Mayo,4,Bajo,1,1,208,410,77000.0,140000.0,535900.0,974400.0,1,1,0,0,48,6,10,188,96,Mensual,1,1,0,90.8,,1.0,2023-01-09
CLI-02389,Inversor,36,F,22390.0,3216.95,122000.0,849100.0,Llamada telefónica,Móvil,Terreno,El Trompillo,2,Medio-Alto,2,2,208,476,67000.0,122000.0,466300.0,849100.0,0,0,0,1,55,15,20,206,136,Semanal,0,1,0,100.0,,2.0,2022-11-05
CLI-02390,Familia,30,F,17979.0,2583.19,81000.0,563800.0,Llamada telefónica,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,2,2,255,522,45000.0,81000.0,313200.0,563800.0,1,1,0,1,36,7,4,290,174,Mensual,1,1,0,99.2,,4.0,2023-07-18
CLI-02391,Joven_prof,24,M,5710.0,820.4,37000.0,257500.0,Instagram,Móvil,Penthouse,Norte (Radial 26),4,Medio-Alto,2,4,116,392,20000.0,37000.0,139200.0,257500.0,0,1,1,1,16,2,20,227,121,Semanal,1,0,0,90.3,,3.0,2022-10-01
CLI-02392,Familia,39,F,10579.0,1519.97,20000.0,139200.0,Facebook,Móvil,Casa,Beni (zona norte),3,Medio-Alto,4,3,174,540,11000.0,20000.0,76600.0,139200.0,1,1,1,1,35,0,5,344,156,Mensual,1,0,0,74.3,,,2023-06-02
CLI-02393,Familia,35,M,7615.0,1094.11,17000.0,118300.0,Llamada telefónica,Desktop,Casa,Urbarí,2,Alto,3,3,244,440,9000.0,17000.0,62600.0,118300.0,1,1,0,0,55,8,8,281,57,Ocasional,1,1,0,84.6,,1.0,2023-11-16
CLI-02394,Joven_prof,35,No especificado,5156.0,740.8,43000.0,299300.0,WhatsApp,Móvil,Departamento,El Trompillo,2,Medio-Alto,3,3,250,531,24000.0,43000.0,167000.0,299300.0,1,1,1,0,15,4,15,59,4,Ocasional,1,1,0,50.7,,2.0,2022-09-30
CLI-02395,Inversor,60,M,27566.0,3960.63,173000.0,1204100.0,Facebook,Desktop,Casa,Palermo,3,Medio,4,3,299,496,95000.0,173000.0,661200.0,1204100.0,1,0,0,0,30,7,7,43,84,Varias veces/semana,1,1,0,75.2,,4.0,2023-03-15
CLI-02396,Jubilado,60,F,4881.0,701.29,48000.0,334100.0,Facebook,Móvil,Casa,Villa 1ro de Mayo,4,Bajo,3,1,135,387,26000.0,48000.0,181000.0,334100.0,1,0,0,0,24,1,17,349,168,Varias veces/semana,0,0,0,99.4,,2.0,2024-02-27
CLI-02397,Joven_prof,22,F,3600.0,517.24,25000.0,174000.0,Llamada telefónica,Móvil,Penthouse,Palermo,3,Medio,1,2,133,488,14000.0,25000.0,97400.0,174000.0,0,1,1,0,51,9,11,224,107,Varias veces/semana,0,1,0,100.0,,4.0,2022-03-24
CLI-02398,Inversor,50,M,43706.0,6279.6,123000.0,856100.0,Visita directa,Móvil,Local Comercial,Equipetrol Norte,3,Alto,1,3,272,670,68000.0,123000.0,473300.0,856100.0,1,0,1,0,60,12,15,234,191,Diaria,1,1,0,100.0,,5.0,2023-11-02
CLI-02399,Inversor,37,F,50507.0,7256.75,169000.0,1176200.0,Portal web,Móvil,Local Comercial,Av. Cristo Redentor,3,Medio,3,3,260,607,93000.0,169000.0,647300.0,1176200.0,1,0,0,1,17,3,15,277,97,Varias veces/semana,1,0,0,76.6,,1.0,2022-10-01
CLI-02400,Joven_prof,25,F,4718.0,677.87,43000.0,299300.0,Instagram,Desktop,Departamento,Warnes,6,Bajo,3,4,211,554,24000.0,43000.0,167000.0,299300.0,0,0,1,1,29,4,2,174,173,Ocasional,1,1,0,82.4,,2.0,2023-11-03
CLI-02401,Familia,48,M,7095.0,1019.4,63000.0,438500.0,Referido,Desktop,Casa,Villa 1ro de Mayo,4,Bajo,2,3,96,225,35000.0,63000.0,243600.0,438500.0,0,0,0,1,12,10,19,39,79,Mensual,1,1,0,97.7,,1.0,2022-05-23
CLI-02402,Inversor,56,M,64160.0,9218.39,218000.0,1517300.0,Referido,Móvil,Local Comercial,Norte (Radial 26),4,Medio-Alto,2,2,89,459,120000.0,218000.0,835200.0,1517300.0,0,1,0,0,19,10,19,6,50,Diaria,1,1,0,92.5,,1.0,2022-03-30
CLI-02403,Jubilado,77,F,3871.0,556.18,65000.0,452400.0,Facebook,Tablet,Casa,Norte (Radial 26),4,Medio-Alto,4,1,292,423,36000.0,65000.0,250600.0,452400.0,1,0,0,1,61,1,2,197,88,Mensual,1,0,0,63.9,,3.0,2023-07-09
CLI-02404,Familia,29,F,14279.0,2051.58,55000.0,382800.0,Visita directa,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,3,1,55,303,30000.0,55000.0,208800.0,382800.0,0,0,0,1,62,7,10,51,127,Mensual,1,1,1,100.0,186.0,5.0,2022-04-05
CLI-02405,Empresa,44,M,110074.0,15815.23,156000.0,1085800.0,Portal web,Móvil,Oficina,Av. Cristo Redentor,3,Medio,4,3,92,487,86000.0,156000.0,598600.0,1085800.0,1,0,0,1,13,1,17,203,122,Diaria,1,1,0,80.1,,4.0,2022-06-16
CLI-02406,Empresa,33,M,59056.0,8485.06,573000.0,3988100.0,WhatsApp,Desktop,Terreno,Equipetrol Norte,3,Alto,1,4,204,296,315000.0,573000.0,2192400.0,3988100.0,0,1,0,1,65,5,13,46,142,Semanal,1,1,0,100.0,,2.0,2023-07-23
CLI-02407,Inversor,53,M,71744.0,10308.05,117000.0,814300.0,Portal web,Móvil,Departamento,Casco Viejo,1,Medio,4,1,248,593,64000.0,117000.0,445400.0,814300.0,1,0,0,0,68,2,8,180,105,Mensual,1,0,0,87.5,,4.0,2023-03-05
CLI-02408,Inversor,53,M,51481.0,7396.7,33000.0,229700.0,WhatsApp,Móvil,Terreno,Casco Viejo,1,Medio,2,1,246,390,18000.0,33000.0,125300.0,229700.0,1,0,0,0,75,0,12,271,156,Ocasional,1,0,0,100.0,,,2022-10-25
CLI-02409,Familia,46,M,9821.0,1411.06,50000.0,348000.0,Llamada telefónica,Desktop,Duplex,Av. Banzer (norte),4,Medio-Alto,1,3,87,301,28000.0,50000.0,194900.0,348000.0,0,0,1,0,38,1,2,44,76,Semanal,1,0,0,48.8,,1.0,2024-02-20
CLI-02410,Familia,40,M,15952.0,2291.95,23000.0,160100.0,Portal web,Móvil,Casa,Urbarí,2,Alto,3,2,251,348,13000.0,23000.0,90500.0,160100.0,1,1,0,1,58,12,19,306,45,Diaria,0,1,0,100.0,,4.0,2022-08-11
CLI-02411,Joven_prof,30,M,3904.0,560.92,29000.0,201800.0,Portal web,Móvil,Penthouse,Warnes,6,Bajo,2,3,250,325,16000.0,29000.0,111400.0,201800.0,0,0,1,1,4,15,16,257,13,Semanal,1,1,0,82.9,,2.0,2022-11-24
CLI-02412,Joven_prof,35,M,6148.0,883.33,16000.0,111400.0,Portal web,Móvil,Departamento,Av. Banzer (norte),4,Medio-Alto,3,4,257,421,9000.0,16000.0,62600.0,111400.0,1,1,1,0,53,6,20,219,62,Diaria,1,1,0,100.0,,1.0,2022-12-06
CLI-02413,Joven_prof,26,M,5212.0,748.85,54000.0,375800.0,Portal web,Desktop,Departamento,Hamacas,2,Alto-Medio,3,3,49,423,30000.0,54000.0,208800.0,375800.0,1,0,1,0,26,2,12,207,100,Ocasional,0,0,0,73.0,,2.0,2024-02-14
CLI-02414,Empresa,34,M,73752.0,10596.55,116000.0,807400.0,Facebook,Móvil,Terreno,Los Pozos,3,Medio,3,4,79,374,64000.0,116000.0,445400.0,807400.0,1,0,1,1,33,5,12,146,22,Mensual,0,1,0,62.1,,5.0,2022-08-15
CLI-02415,Joven_prof,25,F,3823.0,549.28,10000.0,69600.0,Llamada telefónica,Móvil,Penthouse,Av. Banzer (norte),4,Medio-Alto,3,1,137,274,6000.0,10000.0,41800.0,69600.0,1,0,0,0,13,6,4,245,183,Ocasional,0,1,1,87.4,592.0,3.0,2023-09-02
CLI-02416,Familia,44,M,10057.0,1444.97,106000.0,737800.0,Portal web,Móvil,Casa,Palermo,3,Medio,3,1,286,427,58000.0,106000.0,403700.0,737800.0,1,0,1,0,76,4,9,303,29,Diaria,1,1,0,76.7,,1.0,2023-10-01
CLI-02417,Jubilado,65,M,5373.0,771.98,36000.0,250600.0,WhatsApp,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,2,1,237,519,20000.0,36000.0,139200.0,250600.0,1,0,0,1,51,14,2,311,72,Ocasional,1,1,0,93.1,,4.0,2022-07-12
CLI-02418,Familia,41,M,15068.0,2164.94,94000.0,654200.0,Portal web,Móvil,Casa,Equipetrol Sur,3,Alto,3,3,149,324,52000.0,94000.0,361900.0,654200.0,0,1,0,0,12,14,20,156,184,Ocasional,0,1,0,100.0,,1.0,2023-08-14
CLI-02419,Inversor,54,M,46395.0,6665.95,139000.0,967400.0,Visita directa,Móvil,Local Comercial,Casco Viejo,1,Medio,3,3,142,287,76000.0,139000.0,529000.0,967400.0,0,1,0,0,36,1,15,356,133,Semanal,1,0,0,90.9,,5.0,2023-11-28
CLI-02420,Jubilado,69,M,2927.0,420.55,30000.0,208800.0,WhatsApp,Desktop,Casa,Barrio Sirari,3,Medio-Alto,2,3,97,430,16000.0,30000.0,111400.0,208800.0,1,1,0,0,58,2,1,213,107,Varias veces/semana,1,0,0,69.1,,3.0,2022-11-22
CLI-02421,Joven_prof,25,M,5702.0,819.25,46000.0,320200.0,Referido,Móvil,Penthouse,Barrio Sirari,3,Medio-Alto,2,2,264,530,25000.0,46000.0,174000.0,320200.0,1,1,1,0,40,15,2,120,60,Ocasional,1,1,0,87.0,,4.0,2024-04-19
CLI-02422,Joven_prof,23,M,7094.0,1019.25,17000.0,118300.0,Referido,Móvil,Penthouse,Urbarí,2,Alto,4,4,199,427,9000.0,17000.0,62600.0,118300.0,0,0,1,1,77,10,13,267,10,Varias veces/semana,0,1,0,97.5,,2.0,2022-12-01
CLI-02423,Inversor,37,M,21229.0,3050.14,164000.0,1141400.0,Portal web,Desktop,Departamento,Plan 3000,4,Bajo,1,1,161,399,90000.0,164000.0,626400.0,1141400.0,1,0,0,0,55,8,14,251,54,Semanal,1,1,0,95.7,,2.0,2023-08-26
CLI-02424,Familia,39,M,13662.0,1962.93,101000.0,703000.0,Llamada telefónica,Móvil,Duplex,Plan 3000,4,Bajo,3,1,43,368,56000.0,101000.0,389800.0,703000.0,1,1,0,1,34,5,0,363,192,Diaria,1,1,0,89.6,,2.0,2022-12-07
CLI-02425,Familia,38,M,15365.0,2207.61,102000.0,709900.0,WhatsApp,Desktop,Duplex,Hamacas,2,Alto-Medio,3,2,230,423,56000.0,102000.0,389800.0,709900.0,0,0,1,0,79,2,6,107,14,Diaria,1,0,0,61.7,,1.0,2024-01-03
CLI-02426,Familia,28,M,10822.0,1554.89,106000.0,737800.0,Portal web,Móvil,Casa,Hamacas,2,Alto-Medio,1,1,206,474,58000.0,106000.0,403700.0,737800.0,0,0,1,1,52,5,7,40,143,Ocasional,1,1,0,97.9,,2.0,2022-02-09
CLI-02427,Familia,36,M,10780.0,1548.85,33000.0,229700.0,Visita directa,Móvil,Casa,Barrio Sirari,3,Medio-Alto,1,1,57,132,18000.0,33000.0,125300.0,229700.0,0,0,0,1,38,1,18,74,33,Semanal,0,1,0,67.9,,2.0,2022-11-17
CLI-02428,Inversor,46,M,40830.0,5866.38,122000.0,849100.0,Visita directa,Móvil,Local Comercial,Barrio Sirari,3,Medio-Alto,2,1,55,148,67000.0,122000.0,466300.0,849100.0,1,1,0,0,29,7,5,168,100,Semanal,1,1,0,75.5,,4.0,2023-09-21
CLI-02429,Familia,37,F,10098.0,1450.86,84000.0,584600.0,Referido,Desktop,Duplex,El Trompillo,2,Medio-Alto,3,4,184,485,46000.0,84000.0,320200.0,584600.0,0,0,0,1,52,3,1,111,183,Ocasional,0,0,0,91.9,,5.0,2024-03-10
CLI-02430,Familia,47,M,13540.0,1945.4,39000.0,271400.0,Llamada telefónica,Móvil,Duplex,Sur (Doble Vía La Guardia),4,Medio,4,4,225,463,21000.0,39000.0,146200.0,271400.0,0,1,1,1,28,9,0,348,29,Varias veces/semana,0,1,0,49.7,,3.0,2022-03-17
CLI-02431,Joven_prof,29,F,5554.0,797.99,36000.0,250600.0,Portal web,Desktop,Penthouse,Av. Paurito,5,Medio-Bajo,1,1,72,238,20000.0,36000.0,139200.0,250600.0,1,0,1,0,38,11,6,360,74,Varias veces/semana,1,1,0,86.2,,4.0,2022-11-06
CLI-02432,Familia,44,F,6094.0,875.57,87000.0,605500.0,Visita directa,Móvil,Duplex,Urbarí,2,Alto,4,2,196,485,48000.0,87000.0,334100.0,605500.0,1,0,1,0,49,0,11,158,194,Semanal,0,0,0,100.0,,,2024-02-16
CLI-02433,Familia,45,F,7326.0,1052.59,104000.0,723800.0,Facebook,Móvil,Casa,Equipetrol Norte,3,Alto,3,3,214,472,57000.0,104000.0,396700.0,723800.0,0,0,1,0,34,8,13,28,75,Diaria,1,1,0,89.5,,1.0,2023-08-28
CLI-02434,Jubilado,60,F,3756.0,539.66,25000.0,174000.0,Visita directa,Desktop,Departamento,El Trompillo,2,Medio-Alto,3,2,251,581,14000.0,25000.0,97400.0,174000.0,1,0,0,0,72,15,15,224,115,Semanal,1,1,0,100.0,,4.0,2024-04-25
CLI-02435,Inversor,60,F,58408.0,8391.95,180000.0,1252800.0,Portal web,Móvil,Casa,Hamacas,2,Alto-Medio,3,2,220,457,99000.0,180000.0,689000.0,1252800.0,0,0,0,0,22,2,15,355,26,Ocasional,1,0,0,54.8,,5.0,2023-01-06
CLI-02436,Inversor,55,M,26176.0,3760.92,253000.0,1760900.0,Visita directa,Móvil,Local Comercial,Av. Paurito,5,Medio-Bajo,2,3,42,129,139000.0,253000.0,967400.0,1760900.0,0,1,1,0,37,2,18,200,180,Ocasional,1,1,0,100.0,,4.0,2022-09-04
CLI-02437,Familia,36,F,10893.0,1565.09,31000.0,215800.0,WhatsApp,Desktop,Duplex,Av. Paurito,5,Medio-Bajo,4,4,78,317,17000.0,31000.0,118300.0,215800.0,0,0,0,1,43,1,6,171,113,Semanal,1,1,0,70.4,,1.0,2022-01-27
CLI-02438,Joven_prof,28,M,8675.0,1246.41,14000.0,97400.0,Instagram,Móvil,Departamento,Beni (zona norte),3,Medio-Alto,2,4,242,360,8000.0,14000.0,55700.0,97400.0,0,1,0,1,74,2,1,97,8,Diaria,1,1,0,47.4,,5.0,2024-03-09
CLI-02439,Inversor,49,M,77923.0,11195.83,149000.0,1037000.0,WhatsApp,Móvil,Departamento,Equipetrol Norte,3,Alto,2,2,260,595,82000.0,149000.0,570700.0,1037000.0,0,0,0,0,44,13,17,302,30,Ocasional,1,1,1,100.0,493.0,2.0,2023-07-11
CLI-02440,Familia,38,F,14467.0,2078.59,62000.0,431500.0,Llamada telefónica,Móvil,Casa,Las Palmas,2,Alto-Medio,1,3,296,399,34000.0,62000.0,236600.0,431500.0,0,1,0,0,68,4,19,237,78,Diaria,0,1,0,100.0,,4.0,2024-02-04
CLI-02441,Jubilado,70,M,2953.0,424.28,63000.0,438500.0,Llamada telefónica,Desktop,Departamento,Las Palmas,2,Alto-Medio,2,1,72,367,35000.0,63000.0,243600.0,438500.0,0,1,0,0,59,5,0,107,18,Ocasional,1,1,1,49.9,537.0,4.0,2022-05-25
CLI-02442,Joven_prof,24,F,5381.0,773.13,40000.0,278400.0,Portal web,Móvil,Departamento,Av. Banzer (norte),4,Medio-Alto,1,4,88,383,22000.0,40000.0,153100.0,278400.0,1,0,0,1,58,11,0,323,27,Semanal,0,1,0,70.1,,1.0,2022-08-13
CLI-02443,Familia,39,F,8346.0,1199.14,40000.0,278400.0,Facebook,Móvil,Casa,Plan 3000,4,Bajo,4,4,211,265,22000.0,40000.0,153100.0,278400.0,0,0,1,0,62,9,17,230,102,Mensual,0,1,0,100.0,,4.0,2022-11-11
CLI-02444,Joven_prof,32,M,6473.0,930.03,46000.0,320200.0,WhatsApp,Desktop,Penthouse,Barrio Sirari,3,Medio-Alto,1,1,80,159,25000.0,46000.0,174000.0,320200.0,0,0,1,0,31,0,2,363,76,Ocasional,1,1,0,42.3,,,2023-07-27
CLI-02445,Joven_prof,35,F,7489.0,1076.01,11000.0,76600.0,Llamada telefónica,Desktop,Penthouse,Palermo,3,Medio,1,1,194,253,6000.0,11000.0,41800.0,76600.0,1,1,0,0,56,1,10,90,3,Ocasional,0,0,0,51.9,,1.0,2022-09-24
CLI-02446,Jubilado,58,M,5002.0,718.68,51000.0,355000.0,Facebook,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,2,3,153,481,28000.0,51000.0,194900.0,355000.0,1,0,1,1,2,11,9,24,86,Varias veces/semana,0,1,0,77.8,,1.0,2023-02-16
CLI-02447,Familia,43,M,13106.0,1883.05,52000.0,361900.0,Instagram,Móvil,Casa,Hamacas,2,Alto-Medio,4,2,222,414,29000.0,52000.0,201800.0,361900.0,1,0,1,0,55,14,16,192,75,Diaria,1,1,0,100.0,,1.0,2023-04-18
CLI-02448,Familia,40,M,12230.0,1757.18,54000.0,375800.0,Referido,Móvil,Casa,Casco Viejo,1,Medio,3,4,221,570,30000.0,54000.0,208800.0,375800.0,0,1,1,1,54,12,5,364,198,Varias veces/semana,1,1,0,100.0,,4.0,2022-01-31
CLI-02449,Joven_prof,22,F,4030.0,579.02,48000.0,334100.0,Portal web,Desktop,Departamento,Cotoca (periurbano),6,Bajo,2,1,252,368,26000.0,48000.0,181000.0,334100.0,1,0,1,0,31,15,3,2,128,Ocasional,1,1,0,100.0,,3.0,2022-03-08
CLI-02450,Jubilado,75,M,4793.0,688.65,57000.0,396700.0,Llamada telefónica,Desktop,Departamento,Av. Cristo Redentor,3,Medio,4,1,52,376,31000.0,57000.0,215800.0,396700.0,1,1,0,0,48,3,18,189,40,Semanal,1,0,0,81.0,,1.0,2023-01-03
CLI-02451,Inversor,52,F,27589.0,3963.94,209000.0,1454600.0,Facebook,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,2,4,286,353,115000.0,209000.0,800400.0,1454600.0,0,1,1,0,30,15,14,109,131,Mensual,0,1,0,100.0,,5.0,2022-01-22
CLI-02452,Familia,38,M,8016.0,1151.72,87000.0,605500.0,Llamada telefónica,Desktop,Duplex,Equipetrol Norte,3,Alto,4,1,112,217,48000.0,87000.0,334100.0,605500.0,0,1,0,0,62,8,4,245,18,Ocasional,0,1,0,68.4,,1.0,2023-08-10
CLI-02453,Empresa,51,M,56685.0,8144.4,168000.0,1169300.0,Instagram,Desktop,Oficina,Cotoca (periurbano),6,Bajo,1,4,47,384,92000.0,168000.0,640300.0,1169300.0,1,0,0,0,76,8,19,73,101,Mensual,1,1,0,100.0,,1.0,2024-05-12
CLI-02454,Joven_prof,27,F,9391.0,1349.28,13000.0,90500.0,Llamada telefónica,Móvil,Departamento,Cotoca (periurbano),6,Bajo,4,4,232,444,7000.0,13000.0,48700.0,90500.0,1,1,0,0,69,11,5,265,36,Semanal,1,1,0,88.3,,3.0,2024-02-24
CLI-02455,Joven_prof,28,F,8452.0,1214.37,13000.0,90500.0,Portal web,Desktop,Penthouse,Av. Banzer (norte),4,Medio-Alto,4,2,247,539,7000.0,13000.0,48700.0,90500.0,0,0,0,0,80,1,15,264,9,Ocasional,1,0,0,75.7,,2.0,2023-09-10
CLI-02456,Joven_prof,29,F,7951.0,1142.39,13000.0,90500.0,Instagram,Desktop,Departamento,Equipetrol Norte,3,Alto,2,2,264,454,7000.0,13000.0,48700.0,90500.0,1,1,1,0,13,14,2,132,58,Semanal,0,1,0,69.9,,5.0,2024-05-18
CLI-02457,Joven_prof,26,F,6807.0,978.02,17000.0,118300.0,Portal web,Móvil,Departamento,Casco Viejo,1,Medio,4,2,234,591,9000.0,17000.0,62600.0,118300.0,0,1,1,0,47,4,11,157,92,Varias veces/semana,1,1,0,85.1,,3.0,2023-12-09
CLI-02458,Inversor,58,M,71328.0,10248.28,138000.0,960500.0,Facebook,Móvil,Local Comercial,Palermo,3,Medio,1,3,113,460,76000.0,138000.0,529000.0,960500.0,0,0,1,1,31,5,7,286,22,Ocasional,1,1,0,51.1,,4.0,2022-08-14
CLI-02459,Inversor,38,F,16003.0,2299.28,200000.0,1392000.0,Portal web,Móvil,Departamento,Casco Viejo,1,Medio,2,1,298,659,110000.0,200000.0,765600.0,1392000.0,0,0,1,0,42,13,4,25,8,Diaria,1,1,0,70.4,,2.0,2022-12-19
CLI-02460,Joven_prof,32,M,6393.0,918.53,48000.0,334100.0,Instagram,Desktop,Departamento,Barrio Sirari,3,Medio-Alto,4,2,300,520,26000.0,48000.0,181000.0,334100.0,0,0,0,0,54,10,17,277,24,Diaria,1,1,0,98.2,,3.0,2022-06-14
CLI-02461,Inversor,38,M,43154.0,6200.29,141000.0,981400.0,Portal web,Móvil,Local Comercial,Hamacas,2,Alto-Medio,1,4,251,428,78000.0,141000.0,542900.0,981400.0,0,1,0,1,65,3,11,233,170,Ocasional,0,1,0,100.0,,2.0,2022-10-03
CLI-02462,Joven_prof,25,M,6452.0,927.01,48000.0,334100.0,Instagram,Desktop,Penthouse,Palermo,3,Medio,1,3,233,334,26000.0,48000.0,181000.0,334100.0,1,1,0,0,8,15,20,7,160,Diaria,1,1,0,100.0,,3.0,2022-10-19
CLI-02463,Joven_prof,23,F,7314.0,1050.86,39000.0,271400.0,Portal web,Móvil,Penthouse,Norte (Radial 26),4,Medio-Alto,1,4,235,620,21000.0,39000.0,146200.0,271400.0,1,1,1,0,46,1,6,314,189,Varias veces/semana,1,0,0,94.7,,3.0,2023-02-28
CLI-02464,Familia,43,F,14365.0,2063.94,113000.0,786500.0,Portal web,Móvil,Casa,Palermo,3,Medio,3,3,45,408,62000.0,113000.0,431500.0,786500.0,0,1,1,0,31,0,12,30,116,Diaria,1,0,0,74.3,,,2023-07-18
CLI-02465,Joven_prof,29,F,8944.0,1285.06,52000.0,361900.0,Instagram,Móvil,Penthouse,Warnes,6,Bajo,2,1,112,470,29000.0,52000.0,201800.0,361900.0,0,0,1,0,3,12,14,50,75,Diaria,1,1,0,88.0,,3.0,2023-11-01
CLI-02466,Joven_prof,35,M,5731.0,823.42,18000.0,125300.0,Referido,Desktop,Departamento,Barrio Sirari,3,Medio-Alto,4,3,110,344,10000.0,18000.0,69600.0,125300.0,1,1,1,1,65,2,6,287,188,Semanal,0,0,0,100.0,,5.0,2024-01-21
CLI-02467,Joven_prof,24,M,4822.0,692.82,48000.0,334100.0,Llamada telefónica,Desktop,Penthouse,Urbarí,2,Alto,3,3,238,531,26000.0,48000.0,181000.0,334100.0,1,1,0,1,28,8,12,40,16,Diaria,1,1,0,66.8,,5.0,2024-02-13
CLI-02468,Inversor,49,F,68988.0,9912.07,206000.0,1433800.0,Llamada telefónica,Móvil,Departamento,Av. Banzer (norte),4,Medio-Alto,1,4,255,618,113000.0,206000.0,786500.0,1433800.0,1,1,0,0,39,5,10,217,58,Mensual,1,1,0,71.9,,1.0,2022-06-16
CLI-02469,Inversor,50,M,19091.0,2742.96,116000.0,807400.0,Visita directa,Móvil,Local Comercial,Av. Banzer (norte),4,Medio-Alto,2,2,170,377,64000.0,116000.0,445400.0,807400.0,1,1,0,1,56,15,12,277,154,Mensual,0,1,1,100.0,640.0,5.0,2023-05-20
CLI-02470,Jubilado,70,F,5003.0,718.82,27000.0,187900.0,Instagram,Desktop,Casa,Sur (Doble Vía La Guardia),4,Medio,1,1,276,382,15000.0,27000.0,104400.0,187900.0,1,1,0,1,59,8,2,216,41,Mensual,0,1,0,69.8,,1.0,2022-07-11
